/media/sunyu/OS1/suanli/collectionunzip/anonymous_63
obj                 |bestobj             |time                |
634830.919          |634830.919          |112.421             |INIT
482925.257          |482925.257          |162.502             |KS2
234308.195          |234308.195          |212.560             |KS2
217376.986          |217376.986          |289.395             |lns
208465.033          |208465.033          |317.346             |lns
207604.605          |207604.605          |359.074             |lns
207604.565          |207604.565          |366.597             |lns
198909.578          |198909.578          |422.224             |lns
198492.070          |198492.070          |488.535             |lns
187733.363          |187733.363          |721.835             |lns2
180517.851          |180517.851          |722.067             |random
171147.255          |171147.255          |822.157             |lns
171092.566          |171092.566          |922.257             |lns
total time : 1001.5133981704712
