/media/sunyu/OS1/suanli/collectionunzip/item_placement_9928
obj                 |bestobj             |time                |
24.713              |24.713              |50.042              |INIT
18.260              |18.260              |59.543              |KS2
17.738              |17.738              |69.108              |lns
17.734              |17.734              |83.513              |lns2
17.426              |17.426              |96.889              |lns2
17.187              |17.187              |121.344             |random
16.011              |16.011              |132.150             |lns
14.504              |14.504              |172.197             |random
14.060              |14.060              |185.909             |random
13.714              |13.714              |193.984             |lns
13.496              |13.496              |199.357             |lns2
12.347              |12.347              |254.279             |lns
12.335              |12.335              |296.947             |random
12.335              |12.335              |312.515             |random
12.113              |12.113              |351.688             |lns2
total time : 1000.111908197403
