/media/sunyu/OS1/suanli/collectionunzip/item_placement_9941
obj                 |bestobj             |time                |
20.772              |20.772              |50.040              |INIT
15.492              |15.492              |57.882              |KS2
15.230              |15.230              |79.289              |random
15.230              |15.230              |99.747              |random
14.867              |14.867              |112.738             |random
14.819              |14.819              |119.026             |lns2
14.435              |14.435              |164.544             |lns
13.900              |13.900              |175.201             |lns
12.723              |12.723              |189.636             |random
12.460              |12.460              |205.831             |lns2
12.387              |12.387              |219.897             |lns2
10.263              |10.263              |245.124             |random
9.911               |9.911               |261.170             |lns2
9.625               |9.625               |398.529             |lns2
9.495               |9.495               |590.657             |lns2
total time : 1000.1145255565643
