/media/sunyu/OS1/suanli/collectionunzip/item_placement_9972
obj                 |bestobj             |time                |
24.078              |24.078              |50.044              |INIT
15.719              |15.719              |58.683              |KS2
15.478              |15.478              |73.312              |lns
15.461              |15.461              |95.392              |random
15.458              |15.458              |120.692             |lns2
14.956              |14.956              |123.305             |random
14.234              |14.234              |130.698             |lns
13.543              |13.543              |154.134             |random
12.891              |12.891              |158.213             |lns
12.228              |12.228              |173.081             |random
12.217              |12.217              |184.220             |lns2
12.205              |12.205              |455.051             |random
12.205              |12.205              |595.815             |random
12.205              |12.205              |726.957             |random
12.205              |12.205              |750.236             |random
total time : 1000.0563201904297
