/media/sunyu/OS1/suanli/collectionunzip/anonymous_33
obj                 |bestobj             |time                |
8164.590            |8164.590            |34.392              |KS1
8159.600            |8159.600            |41.775              |KS2
8072.100            |8072.100            |42.459              |KS2
8071.940            |8071.940            |54.782              |lns
8067.100            |8067.100            |57.174              |lns
8066.940            |8066.940            |64.289              |lns
7946.000            |7946.000            |89.736              |lns
7940.910            |7940.910            |101.906             |lns2
7940.910            |7940.910            |164.958             |lns2
7940.820            |7940.820            |208.028             |random
7940.820            |7940.820            |218.047             |random
7940.820            |7940.820            |850.066             |random
total time : 1000.1141102313995
