/media/sunyu/OS1/suanli/collectionunzip/item_placement_9987
obj                 |bestobj             |time                |
37.238              |37.238              |50.040              |INIT
34.477              |34.477              |57.515              |KS2
34.051              |34.051              |84.308              |lns2
30.262              |30.262              |93.032              |lns
30.160              |30.160              |109.014             |lns2
29.678              |29.678              |147.108             |lns2
29.351              |29.351              |240.545             |lns
29.345              |29.345              |255.159             |random
27.770              |27.770              |268.214             |lns2
27.707              |27.707              |335.251             |lns
27.707              |27.707              |392.774             |random
27.408              |27.408              |410.032             |lns2
27.043              |27.043              |410.343             |random
26.522              |26.522              |420.233             |lns2
total time : 1000.0327520370483
