/media/sunyu/OS1/suanli/collectionunzip/neos-1420546
obj                 |bestobj             |time                |
23309.525           |23309.525           |82.464              |INIT
23282.453           |23282.453           |108.903             |KS2
23275.045           |23275.045           |139.977             |KS2
23275.045           |23275.045           |190.070             |KS2
23251.359           |23251.359           |240.161             |KS2
23221.838           |23221.838           |290.264             |KS2
23207.852           |23207.852           |340.351             |crossover
23191.469           |23191.469           |360.938             |lns
23189.913           |23189.913           |381.685             |lns
23185.965           |23185.965           |408.884             |lns
23181.007           |23181.007           |541.697             |random
23170.572           |23170.572           |596.886             |lns
23165.335           |23165.335           |702.120             |lns
23159.713           |23159.713           |822.775             |lns
23145.449           |23145.449           |978.429             |lns2
total time : 1000.0828633308411
