/media/sunyu/OS1/suanli/collectionunzip/anonymous_45
obj                 |bestobj             |time                |
1062560.484         |1062560.484         |156.407             |INIT
972275.420          |972275.420          |206.521             |KS2
765230.619          |765230.619          |256.604             |KS2
597590.426          |597590.426          |306.729             |KS2
596516.372          |596516.372          |307.055             |KS2
596516.332          |596516.332          |307.403             |crossover
578632.884          |578632.884          |352.778             |lns
519488.505          |519488.505          |403.244             |lns
450387.792          |450387.792          |503.382             |lns
443703.042          |443703.042          |603.521             |lns
394305.048          |394305.048          |789.710             |lns
391860.711          |391860.711          |908.493             |lns
294252.122          |294252.122          |1000.087            |lns
total time : 1000.0871779918671
