/media/sunyu/OS1/suanli/collectionunzip/item_placement_9938
obj                 |bestobj             |time                |
17.504              |17.504              |50.040              |INIT
16.259              |16.259              |60.360              |lns2
16.121              |16.121              |142.364             |random
14.782              |14.782              |151.965             |lns
14.782              |14.782              |159.213             |random
14.532              |14.532              |196.594             |lns2
13.938              |13.938              |287.268             |lns
13.938              |13.938              |302.274             |random
11.597              |11.597              |332.468             |lns2
11.416              |11.416              |666.593             |lns2
total time : 1000.1144783496857
