/media/sunyu/OS1/suanli/collectionunzip/anonymous_75
obj                 |bestobj             |time                |
445066.459          |445066.459          |95.396              |INIT
445066.459          |445066.459          |145.589             |KS2
445066.459          |445066.459          |195.746             |KS2
403438.269          |403438.269          |346.077             |lns
389519.218          |389519.218          |446.253             |lns
382076.962          |382076.962          |546.438             |lns
342042.939          |342042.939          |646.617             |lns
331267.734          |331267.734          |787.570             |lns
331267.734          |331267.734          |1000.347            |random
total time : 1000.3488850593567
