/media/sunyu/OS1/suanli/collectionunzip/anonymous_39
obj                 |bestobj             |time                |
460834.012          |460834.012          |12.286              |INIT
380643.938          |380643.938          |30.764              |KS2
344464.908          |344464.908          |33.389              |KS2
246747.892          |246747.892          |59.955              |KS2
246698.522          |246698.522          |61.052              |lns
179332.716          |179332.716          |88.055              |lns2
163897.958          |163897.958          |170.764             |lns
156099.804          |156099.804          |192.659             |lns
155798.607          |155798.607          |255.953             |lns
155798.507          |155798.507          |322.866             |lns
155726.291          |155726.291          |350.513             |lns2
155412.016          |155412.016          |363.300             |lns
155235.405          |155235.405          |367.885             |lns
155216.581          |155216.581          |397.193             |lns2
125102.023          |125102.023          |397.266             |random
124868.817          |124868.817          |409.554             |lns
116550.299          |116550.299          |420.447             |lns
112110.156          |112110.156          |471.218             |lns
112110.136          |112110.136          |487.543             |lns2
112066.488          |112066.488          |491.346             |lns
112066.488          |112066.488          |496.687             |random
112066.488          |112066.488          |512.376             |random
112066.488          |112066.488          |530.753             |random
112066.488          |112066.488          |549.950             |random
93361.806           |93361.806           |609.492             |lns
93214.627           |93214.627           |627.266             |lns
93199.554           |93199.554           |710.837             |lns
93129.757           |93129.757           |720.744             |lns
93129.757           |93129.757           |729.169             |random
84405.429           |84405.429           |755.366             |lns
84361.760           |84361.760           |775.863             |lns2
84361.760           |84361.760           |845.186             |random
84320.725           |84320.725           |851.348             |lns2
84320.725           |84320.725           |899.941             |random
84280.903           |84280.903           |910.410             |lns
84280.903           |84280.903           |916.066             |random
83597.468           |83597.468           |929.746             |lns
83597.418           |83597.418           |1000.033            |lns
total time : 1000.0334985256195
