/media/sunyu/OS1/suanli/collectionunzip/anonymous_36
obj                 |bestobj             |time                |
979979.246          |979979.246          |28.680              |KS1
600060.225          |600060.225          |78.753              |KS2
538233.582          |538233.582          |128.822             |KS2
537647.058          |537647.058          |130.185             |KS2
501163.427          |501163.427          |133.090             |KS2
501073.743          |501073.743          |133.784             |KS2
447842.527          |447842.527          |173.997             |lns
446712.715          |446712.715          |215.464             |lns
329877.222          |329877.222          |315.528             |lns
329300.178          |329300.178          |415.596             |lns
325143.907          |325143.907          |560.687             |lns
324990.304          |324990.304          |660.739             |lns
323606.186          |323606.186          |760.821             |lns
323056.614          |323056.614          |860.897             |lns
322560.314          |322560.314          |960.979             |lns
322560.314          |322560.314          |980.707             |random
total time : 980.7079491615295
