/media/sunyu/OS1/suanli/collectionunzip/anonymous_86
obj                 |bestobj             |time                |
891445.561          |891445.561          |148.215             |INIT
472885.527          |472885.527          |198.402             |KS2
472885.527          |472885.527          |298.715             |KS2
449527.893          |449527.893          |398.904             |lns
442945.373          |442945.373          |499.059             |lns
441233.369          |441233.369          |599.235             |lns
441233.349          |441233.349          |699.387             |lns
352084.272          |352084.272          |857.465             |lns
338915.341          |338915.341          |957.668             |lns
338915.341          |338915.341          |1006.743            |random
total time : 1006.7451136112213
