/media/sunyu/OS1/suanli/collectionunzip/item_placement_9980
obj                 |bestobj             |time                |
7.445               |7.445               |50.017              |INIT
7.230               |7.230               |100.055             |KS2
7.226               |7.226               |150.113             |KS2
7.223               |7.223               |200.164             |KS2
7.223               |7.223               |586.529             |random
6.990               |6.990               |636.565             |lns
6.988               |6.988               |686.601             |lns
6.988               |6.988               |886.728             |random
6.255               |6.255               |936.760             |lns
6.091               |6.091               |986.794             |lns
total time : 1000.1163749694824
