/media/sunyu/OS1/suanli/collectionunzip/item_placement_9977
obj                 |bestobj             |time                |
21.668              |21.668              |50.016              |INIT
21.535              |21.535              |100.090             |KS2
20.854              |20.854              |150.176             |KS2
20.586              |20.586              |200.230             |KS2
20.586              |20.586              |250.331             |crossover
20.586              |20.586              |351.087             |random
20.582              |20.582              |501.212             |random
20.561              |20.561              |601.308             |random
20.548              |20.548              |651.334             |lns
20.541              |20.541              |751.422             |random
20.491              |20.491              |801.463             |lns
20.211              |20.211              |951.558             |random
19.864              |19.864              |1000.049            |lns
total time : 1000.0493535995483
