/media/sunyu/OS1/suanli/collectionunzip/neos-848198
obj                 |bestobj             |time                |
134412.000          |134412.000          |0.447               |KS1
55749.000           |55749.000           |50.452              |KS2
55075.000           |55075.000           |100.460             |KS2
54068.000           |54068.000           |150.466             |KS2
53948.000           |53948.000           |200.473             |crossover
53094.000           |53094.000           |250.479             |lns
52938.000           |52938.000           |300.825             |lns
52933.000           |52933.000           |401.164             |random
52931.000           |52931.000           |501.175             |random
52876.000           |52876.000           |851.214             |random
total time : 1000.004805803299
