/media/sunyu/OS1/suanli/collectionunzip/SET4_02
obj                 |bestobj             |time                |
3159321.297         |3159321.297         |0.039               |INIT
80815.630           |80815.630           |50.052              |KS2
80258.103           |80258.103           |100.066             |KS2
76720.975           |76720.975           |121.507             |lns
75842.337           |75842.337           |123.992             |lns
75780.683           |75780.683           |138.678             |lns
75780.683           |75780.683           |143.540             |random
75780.677           |75780.677           |170.850             |lns2
75780.677           |75780.677           |249.039             |random
total time : 1000.1186740398407
