/media/sunyu/OS1/suanli/collectionunzip/SET3_19
obj                 |bestobj             |time                |
2769623.025         |2769623.025         |0.041               |INIT
189741.744          |189741.744          |50.054              |KS2
171575.221          |171575.221          |100.067             |KS2
158588.451          |158588.451          |150.085             |lns
157385.510          |157385.510          |200.741             |lns
157342.035          |157342.035          |251.394             |lns
156936.151          |156936.151          |301.403             |lns
156746.872          |156746.872          |351.413             |lns
156464.090          |156464.090          |681.571             |lns2
156464.090          |156464.090          |733.313             |random
154641.586          |154641.586          |767.077             |lns
147941.889          |147941.889          |849.950             |lns
147514.858          |147514.858          |899.963             |lns
147494.983          |147494.983          |965.326             |lns2
147494.983          |147494.983          |1000.373            |random
total time : 1000.3730244636536
