/media/sunyu/OS1/suanli/collectionunzip/SET3_05
obj                 |bestobj             |time                |
3156671.124         |3156671.124         |0.039               |INIT
260053.073          |260053.073          |50.052              |KS2
246733.518          |246733.518          |100.064             |KS2
236397.638          |236397.638          |150.083             |lns
233928.179          |233928.179          |200.095             |lns
233922.225          |233922.225          |250.107             |lns
227216.732          |227216.732          |343.445             |lns
227044.259          |227044.259          |393.455             |lns
226575.638          |226575.638          |443.466             |lns
223337.295          |223337.295          |493.476             |lns
221640.036          |221640.036          |543.487             |lns
220019.873          |220019.873          |593.498             |lns
215634.518          |215634.518          |645.716             |lns
215539.375          |215539.375          |695.725             |lns
215307.165          |215307.165          |745.735             |lns
total time : 1000.1175961494446
