/media/sunyu/OS1/suanli/collectionunzip/item_placement_9950
obj                 |bestobj             |time                |
912.000             |912.000             |0.024               |init
153.233             |153.233             |4.597               |KS2
29.816              |29.816              |11.583              |KS2
22.059              |22.059              |20.856              |KS2
16.829              |16.829              |33.230              |KS2
15.899              |15.899              |36.656              |crossover
14.833              |14.833              |40.078              |lns
14.230              |14.230              |44.004              |lns
13.561              |13.561              |48.398              |lns
12.343              |12.343              |55.318              |lns
12.160              |12.160              |62.797              |lns
11.848              |11.848              |79.695              |lns2
11.810              |11.810              |176.281             |random
10.706              |10.706              |185.803             |lns
9.951               |9.951               |197.444             |lns2
9.934               |9.934               |270.258             |lns2
total time : 1000.0662009716034
