/media/sunyu/OS1/suanli/collectionunzip/item_placement_9932
obj                 |bestobj             |time                |
22.664              |22.664              |50.039              |INIT
22.664              |22.664              |57.548              |random
22.358              |22.358              |173.422             |random
21.863              |21.863              |182.637             |random
21.798              |21.798              |204.785             |random
21.429              |21.429              |212.158             |lns
20.177              |20.177              |228.469             |random
20.114              |20.114              |239.824             |random
20.099              |20.099              |536.408             |random
19.963              |19.963              |613.626             |random
19.963              |19.963              |622.149             |random
19.892              |19.892              |631.404             |random
19.607              |19.607              |681.711             |random
19.603              |19.603              |796.522             |random
19.592              |19.592              |840.295             |random
total time : 1000.0048217773438
