/media/sunyu/OS1/suanli/collectionunzip/anonymous_18
obj                 |bestobj             |time                |
13844.823           |13844.823           |5.818               |KS1
13727.991           |13727.991           |55.825              |KS2
8905.000            |8905.000            |105.839             |KS2
8904.998            |8904.998            |155.849             |lns
8904.972            |8904.972            |409.954             |lns2
8904.961            |8904.961            |634.501             |lns2
8904.888            |8904.888            |639.438             |random
8904.713            |8904.713            |689.501             |lns2
8904.713            |8904.713            |695.168             |lns2
total time : 999.7572581768036
