/media/sunyu/OS1/suanli/collectionunzip/anonymous_40
obj                 |bestobj             |time                |
3766297.435         |3766297.435         |0.264               |KS1
691470.914          |691470.914          |50.403              |KS2
166051.465          |166051.465          |100.528             |KS2
136897.716          |136897.716          |150.712             |lns
133636.753          |133636.753          |200.824             |lns
133636.693          |133636.693          |250.960             |lns
133636.669          |133636.669          |301.071             |lns
127074.657          |127074.657          |401.313             |lns
127074.657          |127074.657          |403.356             |random
119512.698          |119512.698          |453.467             |lns
118918.977          |118918.977          |553.686             |lns
118356.012          |118356.012          |603.787             |lns
118356.000          |118356.000          |653.891             |lns
118355.992          |118355.992          |733.651             |lns2
118355.991          |118355.991          |783.914             |lns
118329.567          |118329.567          |884.133             |lns
118256.646          |118256.646          |934.239             |lns
118256.527          |118256.527          |984.342             |lns
total time : 998.4886555671692
